Ajax PH,"
43-301 Bielsko Biała

Stwosza 12
woj.
śląskie
tel. (033) 8171689       "
Cyfrokom SC,"


       "
GTI,"
43-384 Jaworze

Cieszyńska 8
woj.
śląskie
tel. (033) 8173058       "
Ko-Ma FH,"


       "
Komnet Sp z oo,"
43-303 Bielsko Biała

Morskie Oko 8
woj.
śląskie
tel. (033) 8166280       "
Kwant PHU,"


       "
Liberty Poland SA Autoryzowany Przedstawiciel,"
43-340 Kozy

Kościelna 27a
woj.
śląskie
tel. (033) 8174638       "
Lux-Dom Sp z oo,"


       "
Polska Telefonia Cyfrowa Sp. z o.o. Era GSM Salon Firmowy,"
43-301 Bielsko Biała

Wyspiańskiego 17
woj.
śląskie
tel. (033) 8117517       "
Parkowa,"


       "
Tadeks-Fertig-Haus,"
43-301 Bielsko Biała

Cieszyńska 393a
woj.
śląskie
tel. (033) 8183831       "
Thyssen Aplex Plastics Sp. z o.o,"


       "
Cichy Kącik S.C.,"
43-500 Czechowice-Dz.

Kolejowa 21
woj.
śląskie
tel. (032) 2152295       "
Ebex PHU,"


       "
Euro Bike Centrum PH,"
43-500 Czechowice-Dz.

Kolejowa 5
woj.
śląskie
tel. (032) 2153030       "
Filatelia Marco PH,"


       "
Frogman PHU,"
43-301 Bielsko Biała

Stojałowskiego 53
woj.
śląskie
tel. (033) 8164078       "
Jola PHU,"


       "
Opal Sp z oo,"
43-246 Strumień

1 Maja 1
woj.
śląskie
tel. (033) 8570661       "
President Elektronics-Poland Sp z oo Salon,"


       "
Pro GSM PHU,"
43-520 Chybie

Objazdowa 1
woj.
śląskie
tel. (033) 8561826       "
Sosińska Aneta Sprzedaż Telefonów Komórkowych,"


       "
Telprom SC,"
43-460 Wisła

1 Maja 47
woj.
śląskie
tel. (033) 8552618       "
Top-Mar SC Zakład Pracy Chronionej,"


       "
Wolf Telekom Sevice SC,"
43-400 Cieszyn

Głęboka 60
woj.
śląskie
tel. (033) 8531398       "
Tel-Com F.H.U.P.,"


       "
Hi-Tech PPHU,"
43-450 Ustroń

Brody 33c
woj.
śląskie
tel. (033) 8532884       "
Opal Sp z oo Autoryzowany Przedstawiciel GSM,"


       "
Polmax PPH Hurtownia,"
43-303 Bielsko Biała

Szkolna 4
woj.
śląskie
tel. (033) 8145591       "
Art-Pol Hurtownia,"


       "
Callida Sp z oo Hurtownia,"
43-500 Czechowice-Dz.

Fredry 5
woj.
śląskie
tel. (032) 2154855       "
Jumig PPHU,"


       "
Kimet ZPH,"
43-301 Bielsko Biała

Stojałowskiego 32
woj.
śląskie
tel. (033) 8150217       "
Krawpol SC,"


       "
M-Elekrtostatyk,"
43-301 Bielsko Biała

Michałowicza 52
woj.
śląskie
tel. (032) 8119672       "
Panama Hurtownia,"


       "
Samar PPH,"
43-301 Bielsko Biała

Pl. Żwirki i Wigury 3
woj.
śląskie
tel. (033) 8122179       "
Tesoro SC PPHU,"


       "
Kobo-Sport SC PPH,"
43-500 Czechowice-Dz.

Konopnickiej 3
woj.
śląskie
tel. (032) 2153356       "
Pamarko SC,"


       "
Profil SC PH,"
43-301 Bielsko Biała

Pl. Zwycięstwa 3
woj.
śląskie
tel. (033) 8123362       "
Skaut SC Zakład Sportowo-Galanteryjny,"


       "
Sport FH,"
43-301 Bielsko Biała

Cieszyńska 1
woj.
śląskie
tel. (033) 8117468       "
Walmar PH,"


       "
Kapral Zofia Sklep Turystyczny,"
43-370 Szczyrk

Beskidzka 140
woj.
śląskie
tel. (033) 8179401       "
Cezax Hurtownia,"


       "
Kobo-Team SC Hurtownia,"
43-301 Bielsko Biała

11 Listopada 36
woj.
śląskie
tel. (033) 8123769       "
Moni-Sport FPHU,"


       "
Gawronek Antoni,"
43-400 Cieszyn

Zamkowa 9
woj.
śląskie
tel. (033) 8511761       "
Gawronek Grażyna,"


       "
KK SC,"
43-400 Cieszyn

Matejki 3
woj.
śląskie
tel. (033) 8522305       "
Nitex PPH,"


       "
Ania ZH,"
43-246 Strumień

Pocztowa 2
woj.
śląskie
tel. (033) 8570168       "
B & B PHUP,"


       "
Burzyński PPH,"
43-450 Ustroń

Ogrodowa 4
woj.
śląskie
tel. (033) 8543368       "
Czę-Ja,"


       "
Daval SC,"
43-400 Cieszyn

Kochanowskiego 2
woj.
śląskie
tel. (033) 8525743       "
Dor-Mot FH,"


       "
Viki FH,"
43-400 Cieszyn

Pl. Świętego Krzyża 1
woj.
śląskie
tel. (033) 8521578       "
Wera FH,"


       "
Skarlet,"
43-450 Ustroń

Stellera 4
woj.
śląskie
tel. (033) 8544294       "
Cotton S.C.,"


       "
Uno-Bis S.C.,"
43-430 Skoczów

Cieszyńska 8
woj.
śląskie
tel. (033) 8562235       "
Jantex,"


       "
Staszkiewicz Krystyna,"
43-450 Ustroń

Brody 6
woj.
śląskie
tel. (033) 8544341       "
Elegance,"


       "
Gorczyca M Foltyn-Hachuła E SC,"
43-440 Goleszów

Cieszyńska 33
woj.
śląskie
tel. (033) 8528114       "
Remo,"


       "
Igel PUHP,"
44-190 Knurów

1 Maja 10
woj.
śląskie
tel. (032) 2364698       "
Jamar FUH,"


       "
Jaś PH,"
44-100 Gliwice

Konstytucji 7
woj.
śląskie
tel. (032) 2314453       "
Jessy PPH,"


       "
Mado P.P.H.,"
44-100 Gliwice

Wieczorka 37
woj.
śląskie
tel. (032) 2312283       "
Mag-Pol PHPU,"


       "
Monika,"
44-100 Gliwice

Paderewskiego 58
woj.
śląskie
tel. (032) 2799783       "
Olivia PPHU,"


       "
Raj-Pol SC PPH,"
44-190 Knurów

Kilińskiego 1
woj.
śląskie
tel. (032) 2368536       "
Sara PH,"


       "
Hamaro S.C.,"
44-100 Gliwice

Wiślana 46
woj.
śląskie
tel. (032) 3312572       "
Drakon S.C.,"


       "
Auto-Hobby,"
44-100 Gliwice

Przyszowska 42a
woj.
śląskie
tel. (032) 2342086       "
Auto-Komis,"


       "
Lemar S.C.,"
44-100 Gliwice
ul. Toszecka 2
woj.
śląskie
tel. (032) 3301930fax. (032) 3301944       "
Taurus,"
e-mail : opinion@opinion.com.plInternet : http://www.opinion.com.pl

       "
J.M.D.,"
44-100 Gliwice

Przyszowska 31
woj.
śląskie
tel. (032) 2340975       "
Inpro S.C.,"


       "
Maan S.C.,"
44-100 Gliwice

Wiślana 48/7
woj.
śląskie
tel. (032) 2797444       "
Mawoj Sp. z o.o.,"


       "
Medicom Sp. z o.o.,"
43-400 Cieszyn

Ratuszowa 1
woj.
śląskie
tel. (033) 8524122       "
Autozłom,"


       "
Gracik S.C.,"
43-450 Ustroń

3 Maja 44
woj.
śląskie
tel. (033) 8544455       "
B i B,"


       "
Stal,"
44-100 Gliwice

Rybnicka 11
woj.
śląskie
tel. (032) 3324695       "
Szwarc Serwis,"


       "
Baterpol Sp. z o.o.,"
43-430 Skoczów

Cieszyńska 7
woj.
śląskie
tel. (033) 8533235       "
Jupol S.A.,"


       "
Ameks S.A.,"
43-430 Skoczów

Bielska 1
woj.
śląskie
tel. (033) 8532354       "
Silscrap Sp.z o.o.,"


       "
Moto-Max SC FH,"
43-430 Skoczów

Morcinka 18/2
woj.
śląskie
tel. (033) 8530851       "
Omega Autokomis,"


       "
Poltrop Sp z oo,"
44-100 Gliwice

Centaura 25
woj.
śląskie
tel. (032) 2381612       "
Rogalka Kazimierz ZUH,"


       "
Rydwan SC,"
44-100 Gliwice

Pl. Krakowski
woj.
śląskie
tel. (032) 2389672       "
Servimot PHU Autokomis,"


       "
Telemark FHU,"
44-100 Gliwice

Witkiewicza 2a
woj.
śląskie
tel. (032) 2310831 w. 302       "
Auto-Komis Kłobuck,"


       "
Auto-Land,"
44-100 Gliwice

Bernardyńska 1
woj.
śląskie
tel. (032) 2790683       "
Mobil-Car SC PHU,"


       "
J & K FHU Auto Komis,"
44-100 Gliwice

Pogodna 6
woj.
śląskie
tel. (032) 2325481       "
Auto Moto Grabowski,"


       "
Beta Sp z oo Autokomis,"
44-100 Gliwice

Korczoka 49
woj.
śląskie
tel. (032) 2761586       "
Gold Car,"


       "
J.K.M. SC Autohandel,"
44-190 Knurów

Lignozy 65
woj.
śląskie
tel. (032) 2367732       "
Jaguar PHU Autokomis,"


       "
Kulczyński Dealer Komis Samochodowy,"
44-100 Gliwice

Mikołowska 25
woj.
śląskie
tel. (032) 2309232       "
Markiewicz-Doniec SC Autohandel,"


       "
Martina PHU,"
44-100 Gliwice

Lipowa 32/4
woj.
śląskie
tel. (032) 2790371       "
Moto-Auto PHU,"


       "
M & M Cars,"
44-190 Knurów

Kazimierza Wielkiego 10
woj.
śląskie
tel. (032) 2364646       "
Sobek Sp. z o.o.,"


       "
B & Z S.C.,"
44-190 Knurów

Szkolna 31
woj.
śląskie
tel. (032) 2357157       "
Automobil S.C.,"


       "
Jotka S.C.,"
44-190 Knurów

Szpitalna 4a
woj.
śląskie
tel. (032) 2368274       "
Magor S.C.,"


       "
Dem-Car S.C.,"
44-190 Knurów

Al. Lipowa 8
woj.
śląskie
tel. (032) 3362584       "
Gorz-Kar S.C.,"


       "
Hit S.C.,"
44-100 Gliwice

Dworcowa 60
woj.
śląskie
tel. (032) 2312656       "
Wehikuł S.C.,"


       "
Boma S.C.,"
44-100 Gliwice

Kościuszki 29
woj.
śląskie
tel. (032) 2318221 w. 352       "
K & J S.C.,"


       "
Lotus S.C.,"
44-100 Gliwice

Niedbalskiego 5
woj.
śląskie
tel. (032) 2707995       "
Market S.C.,"


       "
Espace,"
44-100 Gliwice

Zygmunta Starego 27
woj.
śląskie
tel. (032) 2304810       "
Gorzpol S.C.,"


       "
Autohandel,"
44-190 Knurów

Szpitalna 19a
woj.
śląskie
tel. (032) 2365701       "
Polcar,"


       "
Awo S.C.-Usługi Radiologiczne,"
44-100 Gliwice

Czajki 10
woj.
śląskie
tel. (032) 2321599       "
Antom S.C.,"


       "
SH Kompan S.C.,"
44-190 Knurów

Wilsona 128
woj.
śląskie
tel. (032) 2359614       "
Daro S.C.,"


       "
Weiser Roman Handel,"
44-190 Knurów

Kosmonautów 18f
woj.
śląskie
tel. (032) 2362972       "
Kanclerz Sp. z o.o.,"


       "
Dakar,"
43-180 Orzesze

Rynek 8
woj.
śląskie
tel. (032) 2213957       "
Auto B.A.K.S.,"


       "
Auto-Remont S.C.,"
43-190 Mikołów

Okrzei 34
woj.
śląskie
tel. (032) 2194419       "
Testar S.C.,"


       "
Aura S.C.,"
43-190 Mikołów

Rynek 3
woj.
śląskie
tel. (032) 2263799       "
Autoklimat S.C.,"


       "
Art-Mobil S.C.,"
47-420 Kuźnia Raciborska

Kościuszki 9
woj.
śląskie
tel. (032) 4192322       "
Autousługa,"


       "
Autokomis Woland,"
47-420 Kuźnia Raciborska

Mickiewicza 3
woj.
śląskie
tel. (032) 4191076       "
As S.C.,"


       "
Autokomis Woland,"
47-400 Racibórz

Londzina 42
woj.
śląskie
tel. (032) 4157962       "
Caren S.C.,"


       "
Kapital-Auto S.C.,"
47-400 Racibórz

Bema 4
woj.
śląskie
tel. (032) 4154794       "
Paretner S.C.,"


       "
Merx,"
47-400 Racibórz

Kochanowskiego 5
woj.
śląskie
tel. (032) 4152953       "
Aron Sp. z o.o.,"


       "
Eurocar S.C.,"
47-400 Racibórz

Nowa 7
woj.
śląskie
tel. (032) 4153664       "
Max S.C.,"


       "
Normal S.C.,"
47-440 Nędza

Jana Pawła II 34
woj.
śląskie
tel. (032) 4102035       "
Vr 6 S.C.,"


       "
Budomark-Petrol Sp. z o.o.,"
47-400 Racibórz

Miarki 6
woj.
śląskie
tel. (032) 4152603       "
Juro-Car S.C.,"


       "
Inter-Komis S.C.,"
47-400 Racibórz

Mickiewicza 9
woj.
śląskie
tel. (032) 4152621       "
Urbańczyk B. i W. S.C.,"


       "
Walczak & Orlikowski S.C.,"
47-420 Kuźnia Raciborska

Arki Bożka 4
woj.
śląskie
tel. (032) 4192355       "
Abakos S.C.,"


       "
Tomas,"
43-190 Mikołów

Bandurskiego 24
woj.
śląskie
tel. (032) 2263992       "
Gwarek,"


       "
Auto-Hit Sp. z o.o.,"
43-200 Pszczyna

Skłodowskiej-Curie 16
woj.
śląskie
tel. (032) 2104932       "
Top,"


       "
Bogusz,"
43-200 Pszczyna

Korfantego 17
woj.
śląskie
tel. (032) 2101115       "
Soley,"


       "
Auto-Shop,"
43-200 Pszczyna

Sienkiewicza 23
woj.
śląskie
tel. (032) 2106753       "
BravO,"


       "
Europa Cars,"
43-200 Pszczyna

Chrobrego 12
woj.
śląskie
tel. (032) 2194038       "
War-Car,"


       "
Auto-Serwis,"
43-200 Pszczyna

Bagedaina 3
woj.
śląskie
tel. (032) 2104786       "
Auto Bis S.C.,"


       "
Gramir,"
43-200 Pszczyna

Sznelowiec 10
woj.
śląskie
tel. (032) 2103886       "
Jurki,"


       "
Mabis S.C.,"
43-200 Pszczyna

Chrobrego 7
woj.
śląskie
tel. (032) 2105798       "
Pol Car,"


       "
świątek Henryk,"
43-200 Pszczyna

Bogedeina 7
woj.
śląskie
tel. (032) 2103475       "
Polski Koncern Naftowy Orlen S.A. Komis Samochodowy,"


       "
Cowboy,"
43-200 Pszczyna

Korfantego 17
woj.
śląskie
tel. (032) 2104310       "
Mustang,"


       "
Stala Andrzej Mechanika Pojazdowa,"
47-400 Racibórz

Rudzka 26
woj.
śląskie
tel. (032) 4158681       "
Szulc Krzysztof Mechanika Pojazdowa,"


       "
Szwankowski Henryk Naprawa Silników Spalinowych,"
44-200 Rybnik

Os. Południe 38a
woj.
śląskie
tel. (032) 4214440       "
Szymichowski Kazimierz Mechanika Pojazdowa,"


       "
Tami SC Zakład Naprawy Samochodów,"
42-200 Częstochowa
ul. Torowa 56
woj.
śląskie
tel. (034) 3612017       "
Turemka Maciej Zakład Usług Motoryzacyjnych,"


       "
"Wawszczak Adam, Juszczyk Sławomir SC Mechanika Pojazdowa","
41-500 Chorzów
Pl. Dworcowy 6
woj.
śląskie
tel. (032) 2412014       "
Witkowicz Andrzej Zakład Samochodów,"


       "
Witrygum SC FHU Mechanika Samochodowa,"
42-200 Częstochowa

Al. Niepodległości 14
woj.
śląskie
tel. (034) 3662040       "
Wojtak Robert Mechanika Pojazdowa,"


       "
Auto-Złom,"
42-200 Częstochowa

Zamenhofa 26/32 m. 78
woj.
śląskie
tel. (034) 3232210       "
Chata Bar,"


       "
Askom Sp. z o.o.,"
42-200 Częstochowa

Okólna 113a/23
woj.
śląskie
tel. (034) 3227177       "
Metal-Chem Sp. z o.o.,"


       "
Techno-Rem S.C.,"
42-200 Częstochowa

Brezy 21
woj.
śląskie
tel. (034) 3256216       "
Tek Sp. z o.o.,"


       "
Opa-Carbo-Serwis Sp. z o.o.,"
42-200 Częstochowa

Bardowskiego 39
woj.
śląskie
tel. (034) 3637704       "
Sikora Feliks Autobaprawa,"


       "
Simonex PPHU Zakład Samochodowy,"
42-200 Częstochowa

Srebrna 172/188
woj.
śląskie
tel. (034) 3618986fax. (034) 3619070       "
Sokół Zenon Warsztat Samochodowy,"


       "
Wójcik Stanisław Zakład Mechaniki Pojazdowej,"
34-350 Węgierska Górka
ul. Cięcina 990
woj.
śląskie
tel. (033) 8640223fax. (033) 8640223       "
Zatoń Marian Mechanika Pojazdowa,"
e-mail : beskid_ekosystem@poczta.onet.plNIP : 553-21-00-408

       "
Zyg-Pol Zakład Mechaniki Pojazdowej,"
32-600 Oświęcim

Bezkidzka 64
woj.
śląskie
tel. (033) 8428980       "
Auto-Mar Autonaprawa,"


       "
Budny Jacek Mechanika Pojazdowa,"
32-600 Oświęcim

Zamkowa 1/50
woj.
śląskie
tel. (033) 8441934       "
Kowalczyk Andrzej PPUH,"


       "
Łęgowik Robert Mechanika Pojazdowa,"
32-580 Chełmek

Kilińskiego 1
woj.
śląskie
tel. (033) 8461388       "
Wojciechowski Bogusław Mechanika Pojazdowa,"


       "
Praski Antoni Zakład Mechaniki Pojazdowej,"
41-100 Siemianowice Śląskie
ul. Chemiczna 14
woj.
śląskie
tel. (032) 2222076fax. (032) 2222077       "
Służak Marek Mechanika Pojazdowa,"
e-mail : siem@unicon.plInternet : http://www.unicon.pl

       "
Gajda Dariusz Zakład Mechaniki Pojazdowej,"
42-200 Częstochowa

Dąbkowskiego 40
woj.
śląskie
tel. (034) 3656635fax. (034) 3656635       "
Garaż Mechanika Pojazdowa,"


       "
Gęsiarz Łukasz Mechanika Pojazdowa,"
42-200 Częstochowa

Bór 63/65
woj.
śląskie
tel. (034) 3280166       "
Gilex FHU Mechanika Samochodowa,"


       "
Golis Marian Mechanika Pojazdowa,"
42-200 Częstochowa

Wręczycka 188
woj.
śląskie
tel. (034) 3629140       "
Janda Grzegorz i Waldemar Mechanika Pojazdowa,"


       "
Janex ZPHU,"
42-200 Częstochowa

Tatrzańska 57
woj.
śląskie
tel. (034) 3629304       "
Joński Wojciech Mechanika Pojazdowa,"


       "
Kiedowski Bogdan Mechanika Pojazdowa,"
42-290 Blachownia

1 Maja 10
woj.
śląskie
tel. (034) 3204130       "
Kita Józef Mechanika Pojazdowa,"


       "
Auto Serwis,"
42-200 Częstochowa

Malownicza 66
woj.
śląskie
tel. (034) 3658909       "
Auto Zet Mechanika Samochodowa,"


       "
Auto-Eko-Gaz Mechanika Samochodowa,"
42-200 Częstochowa

Gronowa 2a
woj.
śląskie
tel. (034) 3697179fax. (034) 3697179       "
Auto-Jawom FUH Mechanika Samochodowa,"


       "
Autom Mechanika Pojazdowa,"
42-200 Częstochowa

Makowa 7
woj.
śląskie
tel. (034) 3248076       "
Auto-Naprawa,"


       "
Auto-Naprawa,"
42-200 Częstochowa

Jurajska 18/20
woj.
śląskie
tel. (034) 3616250fax. (034) 3616250       "
Auto-Service,"


       "
Auto-Serwis Mechanika Samochodowa,"
42-290 Blachownia

Leśna 2
woj.
śląskie
tel. (034) 3270394       "
Auto-Star Mechanika Pojazdowa,"


       "
Kawecki Józef Mechanika Samochodowa,"
42-290 Blachownia

Kościuszki 34
woj.
śląskie
tel. (034) 3270034       "
Durzyński Zbigniew Zakład Mechaniki Pojazdowej,"


       "
Wróbel Henryk Mechanika Pojazdowa,"
42-242 Rędziny

Wolności 125a
woj.
śląskie
tel. (034) 3279262       "
Sosnowski Jarosław Mechanika Pojazdowa,"


       "
Przybyłek Stefan Mechanika Pojazdowa,"
42-290 Blachownia

Kościuszki 55
woj.
śląskie
tel. (034) 3270080       "
Parkitny Henryk Mechanika Pojazdowa,"


       "
Adam FHU,"
42-290 Blachownia

Mickiewicza 7
woj.
śląskie
tel. (034) 3270126       "
Alfa PUH,"


       "
Auto Mechanika PPHU,"
42-290 Blachownia

Wręczycka 5a
woj.
śląskie
tel. (034) 3270848       "
Auto Olej FHU,"


       "
Strzelczyk Waldemar Mechanika Pojazdowa,"
42-200 Częstochowa

Gronowa 2
woj.
śląskie
tel. (034) 3697131       "
Szymocha Jerzy Autoserwis,"


       "
Telenga Andrzej Mechanika Pojazdowa,"
42-200 Częstochowa

Kordeckiego 17
woj.
śląskie
tel. (034) 3246402fax. (034) 3248249       "
Auto-Monika PUH Mechanika Pojazdowa,"


       "
Biela Piotr Mechanika Pojazdowa,"
42-200 Częstochowa

Warszawska 186/188
woj.
śląskie
tel. (034) 3223836       "
Blachlak Mechanika Samochodowa,"


       "
Małyska Mirosław Warsztat Samochodowy,"
42-200 Częstochowa

Łokietka 6
woj.
śląskie
tel. (034) 3658662       "
Matysek Eugenuisz Mechanika Pojazdowa,"


       "
Śpiewak Władysław Warsztat Samochodowy,"
42-200 Częstochowa

Sucharskiego 18
woj.
śląskie
tel. (034) 3720348fax. (034) 3720348       "
Socha Wacław Mechanika Pojazdowa,"


       "
Auto-Szlif-Sprawka Zakład Mechaniki Pojazdowej,"
42-200 Częstochowa

Sępowa 10
woj.
śląskie
tel. (034) 3245067       "
Benduch Tadeusz Mechanika Pojazdowa,"


       "
Bogdan PHU,"
42-200 Częstochowa

Podwójna 19
woj.
śląskie
tel. (034) 3616505fax. (034) 3616505       "
Budek Marek Nechanika Pojazdowa,"


       "
Ciura Stefan Mechanika Pojazdowa,"
42-200 Częstochowa

Okólna 60
woj.
śląskie
tel. (034) 3611274       "
Cybulski Zbigniew Mechanika Pojazdowa,"


       "
Derczyński Andrzej Mechanika Pojazdowa,"
42-200 Częstochowa

Gerwazego 13
woj.
śląskie
tel. (034) 3650589       "
Domagała Przemysław Mechanika Pojazdowa,"


       "
Dziekan Jan Mechanika Pojazdowa,"
42-200 Częstochowa

Koszalińska 6
woj.
śląskie
tel. (034) 3666255       "
Ford Auto Service,"


       "
Kamiński Ryszard,"
42-242 Rędziny

Kościuszki 54
woj.
śląskie
tel. (034) 3201010       "
Krauze Zdzisław Zakład Elektromechaniki Pojazdowej,"


       "
Kubat Lucjan,"
42-200 Częstochowa

Al. Pokoju 5
woj.
śląskie
tel. (034) 3230805       "
Mucha Zbigniew Zakład Elektromechaniki Samochodowej,"


       "
Palacz Andrzej ZHU,"
42-200 Częstochowa

Pl. Daszyńskiego 2
woj.
śląskie
tel. (034) 3246099       "
Pijet Bogdan,"


       "
Prażmowski Jerzy,"
42-200 Częstochowa

Piłsudsiego 11
woj.
śląskie
tel. (034) 3246024       "
Rugula Mariusz,"


       "
Sieradzki ZUH,"
42-200 Częstochowa

Żeromskiego 20b
woj.
śląskie
tel. (034) 3230624fax. (034) 3230624       "
Sirek Andrzej,"


       "
Pietras Zygfryd i Michał SC FHU Mechanika Pojazdowa,"
42-290 Blachownia

Kościuszki 38
woj.
śląskie
tel. (034) 3270513fax. (034) 3270801       "
Auto-Elektro-Serwis,"


       "
Auto-Tech FHU,"
42-290 Blachownia

świerkowa 17
woj.
śląskie
tel. (034) 3271591       "
Błaszczak Marek,"


       "
Budziałek Jacek,"
42-290 Blachownia

Częstochowska 95b
woj.
śląskie
tel. (034) 3204424       "
Całus Jan Zakład Elektromechaniki Pojazdowej,"


       "
Chruściński Gabriel Elektromechanika Pojazdowa,"
42-290 Blachownia

Częstochowska 113
woj.
śląskie
tel. (034) 3205087       "
Elmax Centrum Elektroniki Samochodowej,"


       "
Elstal,"
42-200 Częstochowa

Rybacka 29
woj.
śląskie
tel. (034) 3620463       "
Jurex PPUH,"


       "
Szczypior Jarosław,"
42-200 Częstochowa

Al. Armii Krajowej 39/51
woj.
śląskie
tel. (034) 3720407       "
Walczak Jerzy,"


       "
Zieliński Janusz,"
42-200 Częstochowa

Żyzna 15
woj.
śląskie
tel. (034) 3650135       "
Zuh ZUH,"


       "
Auto-Augustyniak ZUH,"
42-100 Kłobuck

Częstochowska 49a
woj.
śląskie
tel. (034) 3179480 w. 81       "
Całusiński Marian,"


       "
Nicer Jerzy ZHU,"
42-700 Lubliniec

Plebiscytowa 1
woj.
śląskie
tel. (034) 3561050       "
Parkitna Joanna Elektromechanika,"


       "
Sowa Ireneusz Elektromechanika Samochodowa,"
42-700 Lubliniec

Sokoła 3
woj.
śląskie
tel. (034) 3565571       "
Piotrowicz Paweł Zakład Mechaniki Pojazdowej,"


       "
Koprowski Jerzy FUH Mechanika Pojazdowa,"
42-400 Zawiercie

Towarowa 22
woj.
śląskie
tel. (032) 6709270       "
Korek Dariusz Zakład Mechaniki Pojazdowej,"


       "
Korzeniec Krzysztof Mechanika Pojazdowa,"
44-100 Gliwice

Młyńska 12/9
woj.
śląskie
tel. (032) 2319249       "
Kubat Krzysztof Mechanika Pojazdowa,"


       "
Kupczyk Jerzy Mechanika Pojazdowa,"
32-500 Chrzanów

Śląska 64a
woj.
śląskie
tel. (032) 6232271       "
Mapax SC Mechanika Pojazdowa,"


       "
Margas Janusz Mechanika Pojazdowa,"
32-310 Klucze

Krzewowa 1
woj.
śląskie
tel. (032) 6420104       "
Mirosławski Marek Mechanika Pojazdowa,"


       "
Mroziński Andrzej Mechanika Pojazdowa,"
32-300 Olkusz

Nullo 28
woj.
śląskie
tel. (032) 6432737       "
Mroziński Jerzy Mechanika Pojazdowa,"


       "
Power Elektronics PPHU,"
32-590 Libiąż

11 Listopada 9/2
woj.
śląskie
tel. (032) 6274362       "
Teltech PUH,"


       "
Pałys Tadeusz,"
34-200 Sucha Beskidzka

Mickiewicza 78
woj.
śląskie
tel. (033) 8748432       "
Owczarek Andrzej,"


       "
Raiffeisen Bank Polska S.A. Oddział,"
41-906 Bytom
ul. Konstytucji 141a
woj.
śląskie
tel. (032) 3871428fax. (032) 2814826       "
U-Mar,"
e-mail : rafs@rafs.plInternet : http://www.rafs.plNIP : 627-101-07-23osoba do kontaktu : Rafał Słodczyk

       "
Pluta Stanisław,"
41-908 Bytom
ul. Wierzbowa 15
woj.
śląskie
tel. (032) 2863628       "
Mika P.P.H.,"
NIP : 626-033-65-27

       "
Rek Sławomir,"
34-300 Żywiec
ul. Sienkiewicza 19
woj.
śląskie
tel. (033) 8612683       "
Olejnik Jerzy,"


       "
Płaszczyk Tomasz Autonaprawa,"
32-530 Trzebinia

Rynek 22
woj.
śląskie
tel. (032) 6121386       "
Remwag ZUH,"


       "
Rosik Karol Mechanika Pojazdowa,"
32-500 Chrzanów

Rynek 14
woj.
śląskie
tel. (032) 6234504       "
Anet-Pol Firma Motoryzacyjna,"


       "
Czarnecki Czesław Zakład Elektromechaniki Pojazdowej,"
32-340 Wolbrom

Wrzosowa 10
woj.
śląskie
tel. (032) 6442182       "
Łazarski Waldemar,"


       "
Stępień Piotr Elektromechanika Pojazdowa,"
32-600 Oświęcim

Cicha 11
woj.
śląskie
tel. (033) 8430304       "
Zderzak Warsztat Samochodowy,"


       "
Piomar,"
42-200 Częstochowa

Rejtana 6
woj.
śląskie
tel. (034) 3710801fax. (034) 3710802       "
Raben Polska Sp. z o.o. Oddział,"


       "
Olejnik Jerzy,"
42-200 Częstochowa

Al. Armii Krajowej 5
woj.
śląskie
tel. (034) 3648000       "
Raiffeisen Bank Polska S.A. Oddział,"


       "
Bar Lux,"
42-200 Częstochowa

Mirowska 24
woj.
śląskie
tel. (034) 3648000       "
Eko-Nuss Sp. z o.o.,"


       "
TTW Dom i Ogród Sp. z o.o.,"
42-200 Częstochowa

Mirowska 24
woj.
śląskie
tel. (034) 3246245       "
Kosz Sp. z o.o.,"


       "
Glazura S.C. Wyposażenie Łazienek,"
42-100 Kłobuck

Wojska Polskiego 1
woj.
śląskie
tel. (034) 3172353       "
Twój Dom S.C.,"


       "
G & G Systemy Podłogowe Sp. z o.o.,"
42-700 Lubliniec

Klonowa 1
woj.
śląskie
tel. (034) 3572100       "
Prorem Sp. z o.o.,"


       "
Pas ZHP,"
42-300 Myszków

Jana Pawła II 32
woj.
śląskie
tel. (034) 3132683       "
Przygodzka Halina Zakład Kaletniczy,"


       "
Remik PPUH,"
41-303 Dąbrowa Górnicza

Laski 188
woj.
śląskie
tel. (032) 2641617fax. (032) 2643169       "
Mr Art. B. M. PPHU,"


       "
Alaska FPH,"
40-246 Katowice

Porcelanowa 12
woj.
śląskie
tel. (032) 2590100fax. (032) 2590121       "
Futronex FPH,"


       "
Ortes ZPH,"
32-530 Trzebinia

Fabryczna 22
woj.
śląskie
tel. (032) 6121502 w. 607fax. (032) 6110129       "
Fama PH,"


       "
Amga,"
32-590 Libiąż

Górnicza 23
woj.
śląskie
tel. (032) 6277251 w. 431       "
Andrex PHP,"


       "
Draco Agencja Finansowo-Kredytowa,"
42-290 Blachownia

Sosnowa 17
woj.
śląskie
tel. (034) 3270244       "
S & C PPH,"


       "
ASS-3,"
42-290 Blachownia

Piastów 66
woj.
śląskie
tel. (034) 3271538       "
Safian F.H.U.,"


       "
Komandor PH Okucia Kaletnicze,"
42-200 Częstochowa

Kościuszki 20
woj.
śląskie
tel. (034) 3270689       "
Kris ZPH,"


       "
Seka PPH,"
42-290 Blachownia

Pogodna 2
woj.
śląskie
tel. (034) 3270109       "
Maniana Zakład Kaletniczy,"


       "
